target_type,flow_type,scenario_type,device_type,platform_name,task_completed,task_failed,completion_time,click_count,scroll_count,keyboard_count,retry_count,error_count,failed_clicks,unnecessary_clicks,path_deviation_score,app_launch_time_ms,screen_load_time_ms,feedback_delay_ms,interaction_response_time_ms,finish_time_ms,error_message_present,error_message_clarity,popup_detected,overlay_blocks_action,timeout_occurred,crash_detected,anr_detected,friction_level_prediction,run_index
android_app,login,medium,android_emulator,Android,1,0,12.9199,3,0,2,0,0,0,0,0,62188,1618,5144,5144,12919,0,none,1,1,0,0,0,,4
android_app,login,bad,android_emulator,Android,0,1,13.7066,2,0,1,1,1,0,0,0,62188,2613,6150,6150,13706,1,vague,0,0,1,0,0,,4
android_app,signup,good,android_emulator,Android,1,0,9.8642,2,0,2,0,0,0,0,0,62188,630,4477,4477,9864,0,none,0,0,0,0,0,,4
android_app,signup,medium,android_emulator,Android,0,1,11.7189,2,0,2,0,1,0,0,0,62188,1613,5134,5134,11718,1,clear,0,0,0,0,0,,4
android_app,signup,bad,android_emulator,Android,0,1,14.9937,2,0,2,0,1,0,0,0,62188,2610,7639,7639,14993,1,medium,0,0,0,0,0,,4
android_app,search,good,android_emulator,Android,1,0,8.538,2,0,1,0,0,0,0,0,62188,621,2919,2919,8537,0,none,0,0,0,0,0,,4
android_app,search,medium,android_emulator,Android,0,1,11.8074,0,0,0,0,1,0,0,0,62188,0,0,0,11807,0,none,0,0,0,1,0,,4
android_app,search,bad,android_emulator,Android,0,1,23.467,2,0,1,0,1,0,0,1,62188,2695,6969,6969,23467,1,vague,0,0,0,0,0,,4
android_app,button_click,good,android_emulator,Android,1,0,10.1215,2,0,0,0,0,0,0,0,62188,680,1327,1327,10121,0,none,0,0,0,0,0,,4
android_app,button_click,medium,android_emulator,Android,1,0,10.6257,2,0,0,0,0,0,0,0,62188,1707,1918,1918,10625,0,none,0,0,0,0,0,,4
android_app,button_click,bad,android_emulator,Android,1,0,18.6364,4,1,0,0,1,0,0,0,62188,3116,8390,8390,18636,1,medium,0,0,1,0,1,,4
android_app,form_submit,good,android_emulator,Android,1,0,12.785,2,0,2,0,0,0,0,0,62188,680,4693,4693,12785,0,none,0,0,0,0,0,,4
android_app,form_submit,medium,android_emulator,Android,0,1,13.6481,2,0,1,1,1,0,0,0,62188,1677,4655,4655,13648,1,clear,0,0,0,0,0,,4
android_app,form_submit,bad,android_emulator,Android,0,1,15.9797,2,0,0,1,1,0,0,0,62188,2716,6173,6173,15979,1,vague,0,0,1,0,0,,4
android_app,login,good,android_emulator,Android,1,0,12.3142,2,0,2,0,0,0,0,0,62188,653,4556,4556,12314,0,none,0,0,0,0,0,,5
android_app,login,medium,android_emulator,Android,1,0,15.402,3,0,2,0,0,0,0,0,62188,1659,5553,5553,15401,0,none,1,1,0,0,0,,5
android_app,login,bad,android_emulator,Android,0,1,15.9524,2,0,1,1,1,0,0,0,62188,2638,6636,6636,15952,1,vague,0,0,1,0,0,,5
android_app,signup,good,android_emulator,Android,1,0,11.6411,2,0,2,0,0,0,0,0,62188,694,4419,4419,11641,0,none,0,0,0,0,0,,5
android_app,signup,medium,android_emulator,Android,0,1,13.825,2,0,2,0,1,0,0,0,62188,2544,5319,5319,13824,1,clear,0,0,0,0,0,,5
android_app,signup,bad,android_emulator,Android,0,1,4.0004,0,0,0,0,1,0,0,0,62188,0,0,0,4000,0,none,0,0,0,1,0,,5
android_app,search,good,android_emulator,Android,1,0,10.7014,2,0,1,0,0,0,0,0,62188,692,2992,2992,10701,0,none,0,0,0,0,0,,5
android_app,search,medium,android_emulator,Android,1,0,14.7589,3,0,1,0,0,0,0,0,62188,1659,3897,3897,14758,0,none,1,1,0,0,0,,5
android_app,search,bad,android_emulator,Android,0,1,15.3648,2,0,1,0,1,0,0,1,62188,2641,6242,6242,15364,1,vague,0,0,0,0,0,,5
android_app,button_click,good,android_emulator,Android,1,0,8.7097,2,0,0,0,0,0,0,0,62188,669,1295,1295,8709,0,none,0,0,0,0,0,,5
android_app,button_click,medium,android_emulator,Android,1,0,10.7486,2,0,0,0,0,0,0,0,62188,1741,1911,1911,10748,0,none,0,0,0,0,0,,5
android_app,button_click,bad,android_emulator,Android,0,1,3.9891,0,0,0,0,1,0,0,0,62188,0,0,0,3989,0,none,0,0,0,1,0,,5
android_app,form_submit,good,android_emulator,Android,1,0,12.3164,2,0,2,0,0,0,0,0,62188,660,4732,4732,12316,0,none,0,0,0,0,0,,5
android_app,form_submit,medium,android_emulator,Android,0,1,14.763,2,0,1,1,1,0,0,0,62188,2269,5342,5342,14762,1,clear,0,0,0,0,0,,5
android_app,form_submit,bad,android_emulator,Android,0,1,15.3605,2,0,0,1,1,0,0,0,62188,2671,6261,6261,15360,1,vague,0,0,1,0,0,,5
android_app,login,good,android_emulator,Android,1,0,13.7412,2,0,2,0,0,0,0,0,62188,675,4439,4439,13741,0,none,0,0,0,0,0,,6
android_app,login,medium,android_emulator,Android,1,0,17.181,3,0,2,0,0,0,0,0,62188,1672,5281,5281,17181,0,none,1,1,0,0,0,,6
android_app,login,bad,android_emulator,Android,0,1,16.3488,2,0,1,1,1,0,0,0,62188,2647,6668,6668,16348,1,vague,0,0,1,0,0,,6
android_app,signup,good,android_emulator,Android,0,1,4.0637,0,0,0,0,1,0,0,0,62188,0,0,0,4063,0,none,0,0,0,1,0,,6
android_app,signup,medium,android_emulator,Android,0,1,13.5144,2,0,2,0,1,0,0,0,62188,1656,5127,5127,13514,1,clear,0,0,0,0,0,,6
android_app,signup,bad,android_emulator,Android,0,1,16.3898,2,0,2,0,1,0,0,0,62188,2668,7787,7787,16389,1,medium,0,0,0,0,0,,6
android_app,search,good,android_emulator,Android,1,0,10.5044,2,0,1,0,0,0,0,0,62188,640,3203,3203,10504,0,none,0,0,0,0,0,,6
android_app,search,medium,android_emulator,Android,1,0,14.4883,3,0,1,0,0,0,0,0,62188,1651,3221,3221,14488,0,none,1,1,0,0,0,,6
android_app,search,bad,android_emulator,Android,0,1,3.9733,0,0,0,0,1,0,0,0,62188,0,0,0,3973,0,none,0,0,0,1,0,,6
android_app,button_click,good,android_emulator,Android,1,0,9.1537,2,0,0,0,0,0,0,0,62188,677,1322,1322,9153,0,none,0,0,0,0,0,,6
android_app,button_click,medium,android_emulator,Android,1,0,10.8028,2,0,0,0,0,0,0,0,62188,1669,1926,1926,10802,0,none,0,0,0,0,0,,6
android_app,button_click,bad,android_emulator,Android,1,0,16.5944,4,1,0,0,1,0,0,0,62188,2678,7586,7586,16594,1,medium,0,0,1,0,1,,6
android_app,form_submit,good,android_emulator,Android,0,1,4.2424,0,0,0,0,1,0,0,0,62188,0,0,0,4242,0,none,0,0,0,1,0,,6
android_app,form_submit,medium,android_emulator,Android,0,1,13.1245,2,0,1,1,1,0,0,0,62188,1686,4236,4236,13124,1,clear,0,0,0,0,0,,6
android_app,form_submit,bad,android_emulator,Android,0,1,15.8622,2,0,0,1,1,0,0,0,62188,2656,6208,6208,15862,1,vague,0,0,1,0,0,,6
android_app,login,good,android_emulator,Android,1,0,12.8443,2,0,2,0,0,0,0,0,62188,671,4629,4629,12844,0,none,0,0,0,0,0,,7
android_app,login,medium,android_emulator,Android,1,0,15.7405,3,0,2,0,0,0,0,0,62188,1663,5030,5030,15740,0,none,1,1,0,0,0,,7
android_app,login,bad,android_emulator,Android,0,1,16.516,2,0,1,1,1,0,0,0,62188,2652,6640,6640,16516,1,vague,0,0,1,0,0,,7
android_app,signup,good,android_emulator,Android,0,1,4.2055,0,0,0,0,1,0,0,0,62188,0,0,0,4205,0,none,0,0,0,1,0,,7
android_app,signup,medium,android_emulator,Android,0,1,14.1073,2,0,2,0,1,0,0,0,62188,1659,5519,5519,14107,1,clear,0,0,0,0,0,,7
android_app,signup,bad,android_emulator,Android,0,1,17.0576,2,0,2,0,1,0,0,0,62188,2690,7286,7286,17057,1,medium,0,0,0,0,0,,7
android_app,search,good,android_emulator,Android,1,0,11.0258,2,0,1,0,0,0,0,0,62188,687,3286,3286,11025,0,none,0,0,0,0,0,,7
android_app,search,medium,android_emulator,Android,0,1,4.4137,0,0,0,0,1,0,0,0,62188,0,0,0,4413,0,none,0,0,0,1,0,,7
android_app,search,bad,android_emulator,Android,0,1,18.3181,2,0,1,0,1,0,0,1,62188,2685,6865,6865,18318,1,vague,0,0,0,0,0,,7
android_app,button_click,good,android_emulator,Android,1,0,9.1744,2,0,0,0,0,0,0,0,62188,687,1327,1327,9174,0,none,0,0,0,0,0,,7
android_app,button_click,medium,android_emulator,Android,0,1,4.5073,0,0,0,0,1,0,0,0,62188,0,0,0,4507,0,none,0,0,0,1,0,,7
android_app,button_click,bad,android_emulator,Android,1,0,18.3894,4,1,0,0,1,0,0,0,62188,2697,7896,7896,18389,1,medium,0,0,1,0,1,,7
android_app,form_submit,good,android_emulator,Android,1,0,12.2173,2,0,2,0,0,0,0,0,62188,663,4698,4698,12217,0,none,0,0,0,0,0,,7
android_app,form_submit,medium,android_emulator,Android,0,1,4.1542,0,0,0,0,1,0,0,0,62188,0,0,0,4154,0,none,0,0,0,1,0,,7
android_app,form_submit,bad,android_emulator,Android,0,1,4.5224,0,0,0,0,1,0,0,0,62188,0,0,0,4522,0,none,0,0,0,1,0,,7
android_app,login,good,android_emulator,Android,1,0,12.4144,2,0,2,0,0,0,0,0,62188,674,4599,4599,12414,0,none,0,0,0,0,0,,8
android_app,login,medium,android_emulator,Android,0,1,4.3348,0,0,0,0,1,0,0,0,62188,0,0,0,4334,0,none,0,0,0,1,0,,8
android_app,login,bad,android_emulator,Android,0,1,15.9381,2,0,1,1,1,0,0,0,62188,2656,6628,6628,15938,1,vague,0,0,1,0,0,,8
android_app,signup,good,android_emulator,Android,0,1,3.5863,0,0,0,0,1,0,0,0,62188,0,0,0,3586,0,none,0,0,0,1,0,,8
android_app,signup,medium,android_emulator,Android,0,1,13.7387,2,0,2,0,1,0,0,0,62188,1693,5012,5012,13738,1,clear,0,0,0,0,0,,8
android_app,signup,bad,android_emulator,Android,0,1,3.8808,0,0,0,0,1,0,0,0,62188,0,0,0,3880,0,none,0,0,0,1,0,,8
android_app,search,good,android_emulator,Android,1,0,10.6552,2,0,1,0,0,0,0,0,62188,702,3113,3113,10655,0,none,0,0,0,0,0,,8
android_app,search,medium,android_emulator,Android,1,0,14.8199,3,0,1,0,0,0,0,0,62188,1692,3888,3888,14819,0,none,1,1,0,0,0,,8
android_app,search,bad,android_emulator,Android,0,1,16.5923,2,0,1,0,1,0,0,1,62188,2703,6916,6916,16592,1,vague,0,0,0,0,0,,8
android_app,button_click,good,android_emulator,Android,1,0,9.3154,2,0,0,0,0,0,0,0,62188,666,1340,1340,9315,0,none,0,0,0,0,0,,8
android_app,button_click,medium,android_emulator,Android,1,0,10.0605,2,0,0,0,0,0,0,0,62188,1649,1900,1900,10060,0,none,0,0,0,0,0,,8
android_app,button_click,bad,android_emulator,Android,0,1,4.8952,0,0,0,0,1,0,0,0,62188,0,0,0,4895,0,none,0,0,0,1,0,,8
android_app,form_submit,good,android_emulator,Android,0,1,3.5804,0,0,0,0,1,0,0,0,62188,0,0,0,3580,0,none,0,0,0,1,0,,8
android_app,form_submit,medium,android_emulator,Android,0,1,4.0724,0,0,0,0,1,0,0,0,62188,0,0,0,4072,0,none,0,0,0,1,0,,8
android_app,form_submit,bad,android_emulator,Android,0,1,15.5963,2,0,0,1,1,0,0,0,62188,2671,6254,6254,15596,1,vague,0,0,1,0,0,,8
android_app,login,good,android_emulator,Android,1,0,12.3841,2,0,2,0,0,0,0,0,62188,658,4585,4585,12384,0,none,0,0,0,0,0,,9
android_app,login,medium,android_emulator,Android,1,0,15.17,3,0,2,0,0,0,0,0,62188,1667,5842,5842,15169,0,none,1,1,0,0,0,,9
android_app,login,bad,android_emulator,Android,0,1,5.166,0,0,0,0,1,0,0,0,62188,0,0,0,5166,0,none,0,0,0,1,0,,9
android_app,signup,good,android_emulator,Android,0,1,4.4478,0,0,0,0,1,0,0,0,62188,0,0,0,4447,0,none,0,0,0,1,0,,9
android_app,signup,medium,android_emulator,Android,0,1,14.0273,2,0,2,0,1,0,0,0,62188,1658,5146,5146,14027,1,clear,0,0,0,0,0,,9
android_app,signup,bad,android_emulator,Android,0,1,95.1325,0,0,0,0,1,0,0,0,62188,0,0,0,95132,0,none,0,0,0,1,0,,9
android_app,search,good,android_emulator,Android,0,1,5.1701,0,0,0,0,1,0,0,0,62188,0,0,0,5170,0,none,0,0,0,1,0,,9
android_app,search,medium,android_emulator,Android,0,1,5.0951,0,0,0,0,1,0,0,0,62188,0,0,0,5095,0,none,0,0,0,1,0,,9
android_app,search,bad,android_emulator,Android,0,1,5.0963,0,0,0,0,1,0,0,0,62188,0,0,0,5096,0,none,0,0,0,1,0,,9
android_app,button_click,good,android_emulator,Android,0,1,5.1235,0,0,0,0,1,0,0,0,62188,0,0,0,5123,0,none,0,0,0,1,0,,9
android_app,button_click,medium,android_emulator,Android,0,1,5.1398,0,0,0,0,1,0,0,0,62188,0,0,0,5139,0,none,0,0,0,1,0,,9
android_app,button_click,bad,android_emulator,Android,0,1,5.1121,0,0,0,0,1,0,0,0,62188,0,0,0,5112,0,none,0,0,0,1,0,,9
android_app,form_submit,good,android_emulator,Android,0,1,5.1176,0,0,0,0,1,0,0,0,62188,0,0,0,5117,0,none,0,0,0,1,0,,9
android_app,form_submit,medium,android_emulator,Android,0,1,5.1423,0,0,0,0,1,0,0,0,62188,0,0,0,5142,0,none,0,0,0,1,0,,9
android_app,form_submit,bad,android_emulator,Android,0,1,5.1153,0,0,0,0,1,0,0,0,62188,0,0,0,5115,0,none,0,0,0,1,0,,9
android_app,login,good,android_emulator,Android,0,1,5.1356,0,0,0,0,1,0,0,0,62188,0,0,0,5135,0,none,0,0,0,1,0,,10
android_app,login,medium,android_emulator,Android,0,1,5.1334,0,0,0,0,1,0,0,0,62188,0,0,0,5133,0,none,0,0,0,1,0,,10
android_app,login,bad,android_emulator,Android,0,1,5.1183,0,0,0,0,1,0,0,0,62188,0,0,0,5118,0,none,0,0,0,1,0,,10
android_app,signup,good,android_emulator,Android,0,1,5.1197,0,0,0,0,1,0,0,0,62188,0,0,0,5119,0,none,0,0,0,1,0,,10
android_app,signup,medium,android_emulator,Android,0,1,5.0507,0,0,0,0,1,0,0,0,62188,0,0,0,5050,0,none,0,0,0,1,0,,10
android_app,signup,bad,android_emulator,Android,0,1,5.1614,0,0,0,0,1,0,0,0,62188,0,0,0,5161,0,none,0,0,0,1,0,,10
android_app,search,good,android_emulator,Android,0,1,5.1103,0,0,0,0,1,0,0,0,62188,0,0,0,5110,0,none,0,0,0,1,0,,10
android_app,search,medium,android_emulator,Android,0,1,5.1191,0,0,0,0,1,0,0,0,62188,0,0,0,5119,0,none,0,0,0,1,0,,10
android_app,search,bad,android_emulator,Android,0,1,5.1139,0,0,0,0,1,0,0,0,62188,0,0,0,5113,0,none,0,0,0,1,0,,10
android_app,button_click,good,android_emulator,Android,0,1,5.1202,0,0,0,0,1,0,0,0,62188,0,0,0,5120,0,none,0,0,0,1,0,,10
android_app,button_click,medium,android_emulator,Android,0,1,5.112,0,0,0,0,1,0,0,0,62188,0,0,0,5111,0,none,0,0,0,1,0,,10
android_app,button_click,bad,android_emulator,Android,0,1,5.1075,0,0,0,0,1,0,0,0,62188,0,0,0,5107,0,none,0,0,0,1,0,,10
android_app,form_submit,good,android_emulator,Android,0,1,5.1067,0,0,0,0,1,0,0,0,62188,0,0,0,5106,0,none,0,0,0,1,0,,10
android_app,form_submit,medium,android_emulator,Android,0,1,5.1164,0,0,0,0,1,0,0,0,62188,0,0,0,5116,0,none,0,0,0,1,0,,10
android_app,form_submit,bad,android_emulator,Android,0,1,5.1023,0,0,0,0,1,0,0,0,62188,0,0,0,5102,0,none,0,0,0,1,0,,10
android_app,login,good,android_emulator,Android,0,1,5.1017,0,0,0,0,1,0,0,0,62188,0,0,0,5101,0,none,0,0,0,1,0,,11
android_app,login,medium,android_emulator,Android,0,1,5.1057,0,0,0,0,1,0,0,0,62188,0,0,0,5105,0,none,0,0,0,1,0,,11
android_app,login,bad,android_emulator,Android,0,1,5.1025,0,0,0,0,1,0,0,0,62188,0,0,0,5102,0,none,0,0,0,1,0,,11
android_app,signup,good,android_emulator,Android,0,1,5.1046,0,0,0,0,1,0,0,0,62188,0,0,0,5104,0,none,0,0,0,1,0,,11
android_app,signup,medium,android_emulator,Android,0,1,5.1042,0,0,0,0,1,0,0,0,62188,0,0,0,5104,0,none,0,0,0,1,0,,11
android_app,signup,bad,android_emulator,Android,0,1,5.1536,0,0,0,0,1,0,0,0,62188,0,0,0,5153,0,none,0,0,0,1,0,,11
android_app,search,good,android_emulator,Android,0,1,5.0998,0,0,0,0,1,0,0,0,62188,0,0,0,5099,0,none,0,0,0,1,0,,11
android_app,search,medium,android_emulator,Android,0,1,5.098,0,0,0,0,1,0,0,0,62188,0,0,0,5098,0,none,0,0,0,1,0,,11
android_app,search,bad,android_emulator,Android,0,1,5.1148,0,0,0,0,1,0,0,0,62188,0,0,0,5114,0,none,0,0,0,1,0,,11
android_app,button_click,good,android_emulator,Android,0,1,5.1191,0,0,0,0,1,0,0,0,62188,0,0,0,5119,0,none,0,0,0,1,0,,11
android_app,button_click,medium,android_emulator,Android,0,1,5.1189,0,0,0,0,1,0,0,0,62188,0,0,0,5118,0,none,0,0,0,1,0,,11
android_app,button_click,bad,android_emulator,Android,0,1,5.1152,0,0,0,0,1,0,0,0,62188,0,0,0,5115,0,none,0,0,0,1,0,,11
android_app,form_submit,good,android_emulator,Android,0,1,5.1432,0,0,0,0,1,0,0,0,62188,0,0,0,5143,0,none,0,0,0,1,0,,11
android_app,form_submit,medium,android_emulator,Android,0,1,5.1296,0,0,0,0,1,0,0,0,62188,0,0,0,5129,0,none,0,0,0,1,0,,11
android_app,form_submit,bad,android_emulator,Android,0,1,5.1465,0,0,0,0,1,0,0,0,62188,0,0,0,5146,0,none,0,0,0,1,0,,11
android_app,login,good,android_emulator,Android,0,1,5.1148,0,0,0,0,1,0,0,0,62188,0,0,0,5114,0,none,0,0,0,1,0,,12
android_app,login,medium,android_emulator,Android,0,1,5.1242,0,0,0,0,1,0,0,0,62188,0,0,0,5124,0,none,0,0,0,1,0,,12
android_app,login,bad,android_emulator,Android,0,1,5.1442,0,0,0,0,1,0,0,0,62188,0,0,0,5144,0,none,0,0,0,1,0,,12
android_app,signup,good,android_emulator,Android,0,1,5.105,0,0,0,0,1,0,0,0,62188,0,0,0,5104,0,none,0,0,0,1,0,,12
android_app,signup,medium,android_emulator,Android,0,1,5.1065,0,0,0,0,1,0,0,0,62188,0,0,0,5106,0,none,0,0,0,1,0,,12
android_app,signup,bad,android_emulator,Android,0,1,5.1002,0,0,0,0,1,0,0,0,62188,0,0,0,5100,0,none,0,0,0,1,0,,12
android_app,search,good,android_emulator,Android,0,1,5.1045,0,0,0,0,1,0,0,0,62188,0,0,0,5104,0,none,0,0,0,1,0,,12
android_app,search,medium,android_emulator,Android,0,1,5.1005,0,0,0,0,1,0,0,0,62188,0,0,0,5100,0,none,0,0,0,1,0,,12
android_app,search,bad,android_emulator,Android,0,1,5.0927,0,0,0,0,1,0,0,0,62188,0,0,0,5092,0,none,0,0,0,1,0,,12
android_app,button_click,good,android_emulator,Android,0,1,5.0962,0,0,0,0,1,0,0,0,62188,0,0,0,5096,0,none,0,0,0,1,0,,12
android_app,button_click,medium,android_emulator,Android,0,1,5.1014,0,0,0,0,1,0,0,0,62188,0,0,0,5101,0,none,0,0,0,1,0,,12
android_app,button_click,bad,android_emulator,Android,0,1,5.0953,0,0,0,0,1,0,0,0,62188,0,0,0,5095,0,none,0,0,0,1,0,,12
android_app,form_submit,good,android_emulator,Android,0,1,5.1019,0,0,0,0,1,0,0,0,62188,0,0,0,5101,0,none,0,0,0,1,0,,12
android_app,form_submit,medium,android_emulator,Android,0,1,5.1072,0,0,0,0,1,0,0,0,62188,0,0,0,5107,0,none,0,0,0,1,0,,12
android_app,form_submit,bad,android_emulator,Android,0,1,5.1278,0,0,0,0,1,0,0,0,62188,0,0,0,5127,0,none,0,0,0,1,0,,12
android_app,login,good,android_emulator,Android,0,1,5.1354,0,0,0,0,1,0,0,0,62188,0,0,0,5135,0,none,0,0,0,1,0,,13
android_app,login,medium,android_emulator,Android,0,1,5.1189,0,0,0,0,1,0,0,0,62188,0,0,0,5118,0,none,0,0,0,1,0,,13
