source_dataset,flow_type,completion_time_ms,click_count,scroll_count,keyboard_count,retry_count,error_count,failed_clicks,task_completed,friction_score,friction_level
feature_engineered_interaction_dataset,web_interaction,2.598899982331204e-05,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.8889999106904725e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.8910001169133466e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,257.9270462,0,0,0,0,3,0,0.0,11.0,High
feature_engineered_interaction_dataset,web_interaction,14.0,14,0,0,4,0,0,,7.0,Medium
feature_engineered_interaction_dataset,web_interaction,144.9802777,0,1,0,0,2,0,0.0,11.0,High
feature_engineered_interaction_dataset,web_interaction,117.1030713,0,2,0,0,1,0,0.0,9.0,Medium
feature_engineered_interaction_dataset,web_interaction,1.0339999789721332e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.0,4,0,0,2,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,4.889999900115072e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,3.0,3,0,0,1,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,1.9970000266766874e-06,2,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,3.13300006382633e-06,25,50,0,4,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,30.90518528,1,0,0,0,0,0,0.0,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,2.5839999580057338e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,99.71169724,0,0,0,0,0,0,0.0,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,8.0,8,0,0,4,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,11.0,11,0,0,1,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,6.0,6,0,0,2,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,10.0,10,0,0,1,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,4.8949998472380685e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.7300000056129647e-06,2,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,5.210000153965666e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,6.594999831577297e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.898999804936466e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,12.0,12,0,0,0,0,0,,3.0,Low
feature_engineered_interaction_dataset,web_interaction,2.324000206499477e-06,0,50,28,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,13.0,13,0,0,0,0,0,,3.0,Low
feature_engineered_interaction_dataset,web_interaction,6.939999366295524e-07,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.9850000373699004e-06,0,50,15,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,1.284799986933649e-05,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,12.0,12,0,0,1,0,0,,5.0,Medium
feature_engineered_interaction_dataset,web_interaction,1.9970000266766874e-06,6,50,0,0,0,0,,1.0,Low
feature_engineered_interaction_dataset,web_interaction,4.906000185656012e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,150.4038439,1,1,0,0,3,3,0.0,16.0,High
feature_engineered_interaction_dataset,web_interaction,80.15144195,0,1,0,0,2,0,0.0,11.0,High
feature_engineered_interaction_dataset,web_interaction,1.978899990717764e-05,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.900000026784255e-06,4,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,171.217196,1,1,0,0,2,2,0.0,16.0,High
feature_engineered_interaction_dataset,web_interaction,1.4820000160398197e-06,5,50,0,0,0,0,,1.0,Low
feature_engineered_interaction_dataset,web_interaction,4.90100001115934e-06,50,50,0,9,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,4.902999990008539e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.890000127488747e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,77.10171438,1,0,0,0,3,3,1.0,12.0,High
feature_engineered_interaction_dataset,web_interaction,5.1059998895652825e-06,1,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.908999926556135e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.2360000002663583e-06,2,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.6230001165240535e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,148.3729068,1,0,0,0,3,3,0.0,16.0,High
feature_engineered_interaction_dataset,web_interaction,4.90900015392981e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,79.07181317,1,1,0,0,1,1,0.0,12.0,High
feature_engineered_interaction_dataset,web_interaction,74.09405089,2,0,0,0,3,3,0.0,16.0,High
feature_engineered_interaction_dataset,web_interaction,5.171000111658941e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.895999836662668e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.5766000160510885e-05,1,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.886999931841274e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.99300006897829e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,34.0,34,0,0,4,0,0,,8.0,Medium
feature_engineered_interaction_dataset,web_interaction,32.0,32,0,0,2,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,1.3249998573883204e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.868999899874325e-06,8,50,0,0,0,0,,1.0,Low
feature_engineered_interaction_dataset,web_interaction,2.294000069014146e-06,0,50,34,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,4.728000021714252e-06,0,50,1,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,2.504999883967685e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.879000016444479e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,5.809999947814504e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.0989998574805213e-06,0,50,27,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,16.0,16,0,0,0,0,0,,3.0,Low
feature_engineered_interaction_dataset,web_interaction,4.899999794361065e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.3400000372930663e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.890999889539671e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.0840001323231263e-06,3,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,17.0,17,0,0,1,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,1.740000016070553e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,7.339999683608767e-07,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.889000138064148e-06,0,50,50,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,4.875000058746082e-06,50,50,0,9,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,4.426000032253796e-06,41,50,0,7,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,4.891999878964271e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.895000074611744e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.905999958282337e-06,50,50,0,9,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,2.9679999897780363e-06,1,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.354000005449052e-06,1,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,3.1859999580774456e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,3.2899999951041536e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,7.350399982897216e-05,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.910999905405333e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,196.7036709,1,1,0,0,1,1,0.0,12.0,High
feature_engineered_interaction_dataset,web_interaction,1.4480001482297666e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.899000037359656e-06,6,50,0,0,0,0,,1.0,Low
feature_engineered_interaction_dataset,web_interaction,3.099999958067201e-06,0,50,20,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,4.881999984718277e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,69.8693656,4,0,0,0,1,1,1.0,8.0,Medium
feature_engineered_interaction_dataset,web_interaction,2.3909999526949832e-06,11,50,18,1,0,0,,5.0,Medium
feature_engineered_interaction_dataset,web_interaction,4.907999937131535e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,142.1840374,1,0,0,1,4,4,0.0,18.0,High
feature_engineered_interaction_dataset,web_interaction,14.0,14,0,0,0,0,0,,3.0,Low
feature_engineered_interaction_dataset,web_interaction,3.998000011051772e-06,3,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.493000005822978e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.1651000022538938e-05,0,50,16,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,3.007999794135685e-06,1,50,2,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,2.013000084843952e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,23.0,23,0,0,1,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,274.0495147,0,0,0,1,3,0,0.0,13.0,High
feature_engineered_interaction_dataset,web_interaction,7.0,7,0,0,2,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,4.0,4,0,0,1,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,41.0,41,0,0,11,0,0,,8.0,Medium
feature_engineered_interaction_dataset,web_interaction,1.466999947297154e-06,3,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.586000159179093e-06,2,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.818000206796569e-06,0,50,50,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,5.863000069439295e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.998000127263367e-06,1,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.906999947706936e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.2009999156580307e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.7630000002100132e-06,2,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.136000143262208e-06,1,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.2119999155402184e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.904000206806813e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.571000090436428e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.699999863078119e-06,27,50,0,4,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,20.0,20,0,0,3,0,0,,8.0,Medium
feature_engineered_interaction_dataset,web_interaction,4.3080001432826975e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.3930001589178573e-06,8,50,0,0,0,0,,1.0,Low
feature_engineered_interaction_dataset,web_interaction,3.69100007446832e-06,0,50,17,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,1.249999968422344e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.750000021478627e-06,2,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.825999894819688e-06,1,50,10,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,8.489998890581774e-07,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,47.04825321,0,1,0,0,1,0,0.0,9.0,Medium
feature_engineered_interaction_dataset,web_interaction,4.907000175080611e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,3.519000074447831e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,20.0,20,0,0,0,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,2.5570000161678763e-06,4,50,20,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,3.096000000368804e-06,2,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.900000021734741e-06,50,50,0,9,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,2.755999958026223e-06,18,50,0,2,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,4.821999937121291e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.894000085187145e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.00799991034728e-06,2,50,22,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,2.0009999843750848e-06,0,50,43,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,6.0,6,0,0,1,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,8.0,8,0,0,3,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,51.02788809,1,0,0,0,0,0,0.0,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,4.735000175060122e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.6259998574241763e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,227.6336122,1,1,0,0,0,0,1.0,2.0,Low
feature_engineered_interaction_dataset,web_interaction,1.933000021381304e-06,0,50,17,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,4.498999942370574e-06,0,50,2,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,3.949000074499054e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.7710000267688883e-06,24,50,0,3,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,101.6369362,1,0,0,0,2,2,0.0,16.0,High
feature_engineered_interaction_dataset,web_interaction,5.844000042998232e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,3.97799999518611e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.68300016412104e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.2200000583106885e-06,1,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,15.0,15,0,0,1,0,0,,5.0,Medium
feature_engineered_interaction_dataset,web_interaction,4.875000058746082e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,91.39878367,1,0,0,0,2,2,0.0,16.0,High
feature_engineered_interaction_dataset,web_interaction,9.696999995867372e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,25.0,25,0,0,0,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,21.0,21,0,0,3,0,0,,8.0,Medium
feature_engineered_interaction_dataset,web_interaction,2.343999994991464e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.779999926540768e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.2659999103780137e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,3.5690000004251488e-06,2,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.8950000796612585e-06,2,50,33,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,33.0,33,0,0,13,0,0,,8.0,Medium
feature_engineered_interaction_dataset,web_interaction,2.28800013246655e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.0159999419556698e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,70.37611852,0,0,0,0,1,0,0.0,9.0,Medium
feature_engineered_interaction_dataset,web_interaction,9.20000047699432e-07,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,3.803000026891823e-06,3,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.870000111623085e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.902000000583939e-06,50,50,0,9,0,0,,6.0,Medium
feature_engineered_interaction_dataset,web_interaction,3.4610000057000434e-06,0,50,23,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,1.8680000266613208e-06,12,50,0,1,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,8.0,8,0,0,1,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,2.569000116636744e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.659000069295871e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.894999968499178e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,30.0,30,0,0,12,0,0,,8.0,Medium
feature_engineered_interaction_dataset,web_interaction,7.169999207690125e-07,0,50,50,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,4.851999847232946e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,3.627699993558053e-05,4,50,4,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,1.2750999985655652e-05,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,3.298000137874624e-06,0,50,14,0,0,0,,2.0,Low
feature_engineered_interaction_dataset,web_interaction,5.081000153950299e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,1.5389998679893324e-06,2,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,6.794000000809319e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,6.39997779217083e-08,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,2.220000169472769e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,30.0,30,0,0,0,0,0,,4.0,Low
feature_engineered_interaction_dataset,web_interaction,3.6940000427421182e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.89299986838887e-06,0,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.0019999687501695e-06,1,50,0,0,0,0,,0.0,Low
feature_engineered_interaction_dataset,web_interaction,4.903999979433138e-06,0,50,0,0,0,0,,0.0,Low
