target_type,flow_type,scenario_type,device_type,platform_name,task_completed,task_failed,completion_time,click_count,scroll_count,keyboard_count,retry_count,error_count,failed_clicks,unnecessary_clicks,path_deviation_score,app_launch_time_ms,screen_load_time_ms,feedback_delay_ms,interaction_response_time_ms,finish_time_ms,error_message_present,error_message_clarity,popup_detected,overlay_blocks_action,timeout_occurred,crash_detected,anr_detected,friction_level_prediction,run_index,friction_level
android_application,form_submit,bad,android_emulator,Android,0,1,32.95,14,4,5,6,3,5,3,0.801,2270,4415,5643,7065,32982,1,clear,1,1,0,0,0,,2,High
android_application,login,good,android_emulator,Android,1,0,6.03,3,1,2,0,0,1,0,0.107,802,464,554,320,6091,0,none,0,0,0,0,0,,3,Low
android_application,login,medium,android_emulator,Android,0,1,20.69,6,1,2,2,2,2,2,0.417,3575,2978,1467,1496,20912,1,clear,0,0,0,1,0,,3,Medium
android_application,login,bad,android_emulator,Android,1,0,26.19,9,0,2,4,1,3,2,0.937,2156,4319,4200,3734,26251,1,vague,0,0,0,0,0,,3,High
android_application,signup,good,android_emulator,Android,0,1,9.9,7,1,4,0,1,1,1,0.16,527,565,517,452,9771,1,clear,0,0,0,0,0,,3,Low
android_application,signup,medium,android_emulator,Android,1,0,13.88,5,1,4,0,2,2,0,0.597,1125,1808,1134,1378,13743,1,clear,0,0,0,0,0,,3,Medium
android_application,signup,bad,android_emulator,Android,0,1,46.57,15,1,5,5,3,5,7,0.65,2489,4537,9329,10237,46458,1,vague,1,1,0,0,1,,3,High
android_application,search,good,android_emulator,Android,1,0,7.61,6,1,2,0,0,0,0,0.207,604,563,990,333,7714,0,none,1,0,0,0,0,,3,Low
android_application,search,medium,android_emulator,Android,1,0,18.15,10,3,2,2,1,3,3,0.592,1764,1416,2565,2913,18030,1,medium,1,1,0,0,0,,3,Medium
android_application,search,bad,android_emulator,Android,0,1,28.95,15,5,2,4,5,4,3,1.0,1873,5027,4687,4785,29034,1,medium,1,1,0,0,0,,3,High
android_application,button_click,good,android_emulator,Android,1,0,4.67,5,0,0,0,0,0,0,0.089,631,537,232,286,4680,0,none,0,0,0,0,0,,3,Low
android_application,button_click,medium,android_emulator,Android,1,0,9.75,3,1,0,1,1,0,2,0.33,1191,1558,1196,1444,9806,1,vague,0,0,0,0,0,,3,Medium
android_application,button_click,bad,android_emulator,Android,0,1,30.21,13,0,0,7,3,5,4,0.946,2511,3980,8702,13210,29987,1,vague,1,1,0,0,1,,3,High
android_application,form_submit,good,android_emulator,Android,1,0,6.02,6,2,5,0,0,0,1,0.133,639,482,279,238,6427,0,none,0,0,0,0,0,,3,Low
android_application,form_submit,medium,android_emulator,Android,1,0,24.23,10,1,3,4,2,0,2,0.637,1819,2565,3303,5595,24354,0,none,0,0,1,0,0,,3,Medium
android_application,form_submit,bad,android_emulator,Android,0,1,39.36,13,3,4,4,5,3,4,0.917,2335,4269,3995,5144,39125,0,none,0,0,0,0,0,,3,High
android_application,login,good,android_emulator,Android,1,0,5.37,4,1,2,0,1,1,0,0.045,666,537,394,462,5240,0,none,0,0,0,0,0,,4,Low
android_application,login,medium,android_emulator,Android,1,0,9.18,7,1,2,2,2,0,3,0.442,1419,1453,1386,1028,9071,0,none,0,0,0,0,0,,4,Medium
android_application,login,bad,android_emulator,Android,1,0,22.49,6,0,2,2,2,3,3,0.785,2865,5869,4488,3658,22329,1,vague,1,0,0,0,0,,4,High
android_application,signup,good,android_emulator,Android,1,0,6.57,5,1,4,0,0,0,0,0.143,801,563,247,531,6318,0,none,0,0,0,0,0,,4,Low
android_application,signup,medium,android_emulator,Android,0,1,20.84,6,2,4,1,3,1,0,0.594,1301,1270,801,1587,20573,1,medium,0,0,0,0,0,,4,Medium
android_application,signup,bad,android_emulator,Android,0,1,51.01,16,2,5,8,4,4,7,0.957,4364,7329,8173,11681,50850,1,vague,1,1,1,1,0,,4,High
android_application,search,good,android_emulator,Android,1,0,7.37,6,1,2,0,0,0,0,0.166,997,516,257,332,7256,0,none,0,0,0,0,0,,4,Low
android_application,search,medium,android_emulator,Android,1,0,9.75,7,2,2,2,1,1,3,0.58,1755,1525,1371,2105,9674,1,clear,0,0,0,0,0,,4,Medium
android_application,search,bad,android_emulator,Android,0,1,38.68,9,4,1,3,3,4,4,0.707,2172,4904,4286,8634,38659,1,vague,0,0,0,0,0,,4,High
android_application,button_click,good,android_emulator,Android,1,0,4.55,6,1,0,1,0,0,0,0.099,979,508,244,210,4835,0,none,0,0,0,0,0,,4,Low
android_application,button_click,medium,android_emulator,Android,1,0,12.0,2,0,0,0,0,0,0,0.456,1819,2176,1165,1579,11921,0,none,0,0,0,0,0,,4,Medium
android_application,button_click,bad,android_emulator,Android,1,0,17.45,8,1,0,4,4,3,4,0.853,2982,3953,3300,5495,17333,1,medium,0,0,0,0,0,,4,High
android_application,form_submit,good,android_emulator,Android,1,0,6.13,6,1,4,0,1,0,1,0.068,1018,622,446,408,6144,1,clear,0,0,0,0,0,,4,Low
android_application,form_submit,medium,android_emulator,Android,1,0,10.95,6,2,4,1,1,1,1,0.376,1277,1942,1474,1079,10956,1,clear,0,0,0,0,0,,4,Medium
android_application,form_submit,bad,android_emulator,Android,0,1,47.49,11,1,5,4,3,3,4,0.996,3416,5490,6951,11076,47432,1,vague,0,0,1,0,0,,4,High
android_application,login,good,android_emulator,Android,1,0,6.49,3,1,2,0,0,0,1,0.044,649,648,313,359,6592,0,none,0,0,0,0,0,,5,Low
android_application,login,medium,android_emulator,Android,1,0,14.16,12,0,2,5,2,2,2,0.301,1110,1203,2216,2797,14253,0,none,1,1,0,0,0,,5,Medium
android_application,login,bad,android_emulator,Android,0,1,30.09,10,1,2,3,2,2,2,0.976,2523,3615,5632,3453,30085,1,clear,1,0,0,0,0,,5,High
android_application,signup,good,android_emulator,Android,1,0,4.92,5,2,5,0,0,0,0,0.152,910,544,180,390,5056,0,none,0,0,0,0,0,,5,Low
android_application,signup,medium,android_emulator,Android,1,0,13.06,5,1,4,1,1,1,0,0.336,1024,1632,1220,1632,13022,1,medium,0,0,0,0,0,,5,Medium
android_application,signup,bad,android_emulator,Android,0,1,64.69,16,1,5,8,3,5,7,0.965,1406,6318,12536,11368,64828,1,vague,1,1,1,0,1,,5,High
android_application,search,good,android_emulator,Android,1,0,5.24,3,3,2,0,0,0,1,0.201,550,601,206,325,5076,0,none,0,0,0,0,0,,5,Low
android_application,search,medium,android_emulator,Android,1,0,14.67,3,4,2,0,0,0,1,0.268,1146,1189,965,1489,14497,0,none,0,0,0,0,0,,5,Medium
android_application,search,bad,android_emulator,Android,0,1,36.13,8,3,3,2,1,1,5,0.905,2302,5318,5354,5096,36091,1,medium,0,0,0,0,0,,5,High
android_application,button_click,good,android_emulator,Android,1,0,4.48,4,1,0,0,0,1,0,0.174,647,548,358,451,4360,0,none,0,0,0,0,0,,5,Low
android_application,button_click,medium,android_emulator,Android,1,0,9.78,3,1,0,1,1,2,2,0.595,1554,1230,1354,2488,9867,1,clear,0,0,0,0,0,,5,Medium
android_application,button_click,bad,android_emulator,Android,0,1,31.44,9,0,0,6,4,3,3,0.92,3281,6173,7482,7409,31531,1,vague,1,0,1,0,0,,5,High
android_application,form_submit,good,android_emulator,Android,0,1,8.78,7,1,5,0,0,0,0,0.232,848,449,441,423,8615,0,none,0,0,0,0,0,,5,Low
android_application,form_submit,medium,android_emulator,Android,1,0,14.44,8,2,5,1,1,0,0,0.49,1791,1936,1061,1480,14285,1,clear,0,0,0,0,0,,5,Medium
android_application,form_submit,bad,android_emulator,Android,0,1,58.87,16,0,6,7,4,6,6,0.854,2059,5534,7992,8204,58736,1,vague,1,1,1,0,0,,5,High
android_application,login,good,android_emulator,Android,1,0,6.41,4,0,2,0,0,0,1,0.078,565,595,525,458,6473,0,none,0,0,0,0,0,,6,Low
android_application,login,medium,android_emulator,Android,1,0,16.01,10,1,2,3,2,2,2,0.434,1036,1088,2181,2971,16246,1,clear,1,1,0,0,0,,6,Medium
android_application,login,bad,android_emulator,Android,1,0,26.07,11,0,2,7,4,3,3,0.557,2906,3386,7540,9229,26043,1,vague,0,0,0,0,1,,6,High
android_application,signup,good,android_emulator,Android,1,0,6.96,4,2,5,0,0,0,0,0.149,611,519,343,619,7164,0,none,0,0,0,0,0,,6,Low
android_application,signup,medium,android_emulator,Android,1,0,12.51,6,0,4,1,3,2,2,0.463,1231,2226,1283,1354,12901,1,clear,0,0,0,0,0,,6,Medium
android_application,signup,bad,android_emulator,Android,0,1,36.04,11,2,5,6,4,5,1,0.755,1614,3873,7636,7155,36040,1,vague,0,0,0,0,1,,6,High
android_application,search,good,android_emulator,Android,0,1,8.75,5,2,2,0,0,0,0,0.236,530,514,320,190,8660,0,none,0,0,0,0,0,,6,Low
android_application,search,medium,android_emulator,Android,1,0,22.63,7,4,1,3,2,0,4,0.575,1741,3965,3359,3151,22582,0,none,0,0,1,0,0,,6,Medium
android_application,search,bad,android_emulator,Android,0,1,33.3,11,6,2,5,3,6,4,1.0,1878,5701,7640,8368,33512,1,vague,1,1,0,0,0,,6,High
android_application,button_click,good,android_emulator,Android,1,0,5.91,4,0,0,0,0,0,1,0.095,768,630,198,361,5761,0,none,0,0,0,0,0,,6,Low
android_application,button_click,medium,android_emulator,Android,1,0,11.2,6,0,0,0,2,0,1,0.56,1310,2005,2077,1807,11381,0,none,1,0,0,0,0,,6,Medium
android_application,button_click,bad,android_emulator,Android,0,1,20.96,12,1,0,2,1,3,2,0.513,2651,6418,3898,5509,20862,1,vague,1,0,0,0,0,,6,High
android_application,form_submit,good,android_emulator,Android,1,0,5.35,5,0,5,0,0,0,1,0.089,1031,475,449,359,5064,0,none,0,0,0,0,0,,6,Low
android_application,form_submit,medium,android_emulator,Android,1,0,18.08,10,2,4,1,2,1,1,0.412,975,1533,1301,2396,18273,1,clear,1,0,0,0,0,,6,Medium
android_application,form_submit,bad,android_emulator,Android,0,1,49.46,7,4,5,1,1,1,2,0.883,2536,4871,3972,6146,49519,1,clear,0,0,0,0,0,,6,High
android_application,login,good,android_emulator,Android,1,0,4.39,5,1,2,0,0,0,0,0.122,1206,714,320,276,4535,0,none,0,0,0,0,0,,7,Low
android_application,login,medium,android_emulator,Android,1,0,11.03,4,0,2,1,2,0,1,0.325,1129,1434,1346,1287,11114,0,none,0,0,0,0,0,,7,Medium
android_application,login,bad,android_emulator,Android,1,0,36.09,12,0,2,5,6,6,7,1.0,1680,5128,7215,7699,35990,1,vague,1,1,1,0,0,,7,High
android_application,signup,good,android_emulator,Android,1,0,4.49,4,1,5,0,0,0,0,0.093,932,987,126,262,4327,0,none,0,0,0,0,0,,7,Low
android_application,signup,medium,android_emulator,Android,1,0,12.91,10,1,4,2,1,0,2,0.569,1109,2001,1403,1404,12811,1,clear,1,0,0,0,0,,7,Medium
android_application,signup,bad,android_emulator,Android,0,1,48.69,15,5,5,7,4,6,5,1.0,3041,6268,9520,8368,48646,1,vague,1,1,1,0,0,,7,High
android_application,search,good,android_emulator,Android,1,0,4.89,3,2,2,0,1,0,1,0.126,768,716,323,474,4894,1,medium,0,0,0,0,0,,7,Low
android_application,search,medium,android_emulator,Android,0,1,24.63,8,3,1,3,2,0,0,0.535,3186,3584,1391,2427,24557,0,none,0,0,0,1,0,,7,Medium
android_application,search,bad,android_emulator,Android,0,1,44.32,15,6,2,4,4,1,7,1.0,3939,8420,8121,9569,44309,1,vague,1,0,1,1,0,,7,High
android_application,button_click,good,android_emulator,Android,1,0,4.1,2,0,0,0,1,0,0,0.053,795,483,232,520,4053,0,none,0,0,0,0,0,,7,Low
android_application,button_click,medium,android_emulator,Android,0,1,22.22,4,1,0,2,2,0,1,0.645,1570,2724,4441,4010,22406,1,clear,0,0,1,0,0,,7,Medium
android_application,button_click,bad,android_emulator,Android,0,1,36.43,13,0,0,6,2,4,8,0.84,2415,8507,7983,8884,36351,1,vague,1,1,1,0,0,,7,High
android_application,form_submit,good,android_emulator,Android,1,0,4.54,7,2,5,0,0,0,1,0.086,718,541,257,598,4520,0,none,0,0,0,0,0,,7,Low
android_application,form_submit,medium,android_emulator,Android,1,0,14.49,5,1,4,1,1,2,2,0.257,1192,2130,1326,2323,14383,1,vague,0,0,0,0,0,,7,Medium
android_application,form_submit,bad,android_emulator,Android,0,1,59.58,16,1,4,7,4,7,4,0.72,4509,5805,6632,6003,59806,1,medium,1,1,0,1,0,,7,High
android_application,login,good,android_emulator,Android,1,0,4.27,4,1,2,0,1,1,1,0.127,506,578,420,537,4059,1,medium,0,0,0,0,0,,8,Low
android_application,login,medium,android_emulator,Android,0,1,18.37,7,1,2,1,1,2,2,0.51,1044,1305,2884,2884,18531,1,medium,1,1,0,0,0,,8,Medium
android_application,login,bad,android_emulator,Android,1,0,33.01,10,1,2,6,2,2,5,0.705,1199,7667,7771,10872,32963,1,vague,0,0,1,0,0,,8,High
android_application,signup,good,android_emulator,Android,1,0,5.74,4,1,4,0,0,0,0,0.142,820,433,397,248,5855,0,none,0,0,0,0,0,,8,Low
android_application,signup,medium,android_emulator,Android,1,0,16.45,5,0,5,0,2,1,0,0.49,1864,2010,1326,1670,16408,1,clear,0,0,0,0,0,,8,Medium
android_application,signup,bad,android_emulator,Android,0,1,40.05,13,1,6,4,5,2,3,0.889,3295,2907,5293,5086,40156,1,clear,0,0,0,0,0,,8,High
android_application,search,good,android_emulator,Android,1,0,4.47,5,2,2,1,1,0,0,0.202,1008,702,445,389,4323,1,medium,0,0,0,0,0,,8,Low
android_application,search,medium,android_emulator,Android,0,1,18.5,6,2,2,0,1,0,1,0.499,1435,1394,1311,2113,18606,1,clear,0,0,0,0,0,,8,Medium
android_application,search,bad,android_emulator,Android,0,1,34.69,12,7,1,3,4,4,4,0.794,2135,4465,4302,8963,34508,0,none,0,0,0,0,0,,8,High
android_application,button_click,good,android_emulator,Android,1,0,4.25,3,1,0,0,1,0,0,0.08,940,837,469,439,4327,1,medium,0,0,0,0,0,,8,Low
android_application,button_click,medium,android_emulator,Android,1,0,9.56,4,0,0,0,0,0,2,0.312,1106,2206,1050,1536,9360,0,none,1,0,0,0,0,,8,Medium
android_application,button_click,bad,android_emulator,Android,0,1,30.16,9,0,0,4,1,5,5,1.0,2570,4336,5913,5578,30069,1,vague,1,1,0,0,0,,8,High
android_application,form_submit,good,android_emulator,Android,1,0,7.4,8,1,5,0,1,0,1,0.064,753,650,264,354,7774,1,clear,0,0,0,0,0,,8,Low
android_application,form_submit,medium,android_emulator,Android,1,0,14.62,6,1,5,0,1,0,0,0.235,871,1766,945,1732,14672,0,none,0,0,0,0,0,,8,Medium
android_application,form_submit,bad,android_emulator,Android,0,1,43.85,12,4,4,5,2,6,5,0.814,2828,5449,6044,5405,43786,1,vague,0,0,0,0,0,,8,High
android_application,login,good,android_emulator,Android,1,0,6.96,4,1,2,1,0,0,0,0.06,655,940,274,211,7044,0,none,0,0,0,0,0,,9,Low
android_application,login,medium,android_emulator,Android,1,0,9.28,5,0,2,0,1,1,1,0.239,1598,2274,935,1947,9370,1,clear,0,0,0,0,0,,9,Medium
android_application,login,bad,android_emulator,Android,0,1,43.36,14,1,2,8,3,4,4,1.0,2986,5917,8243,10295,43333,1,medium,0,0,1,0,1,,9,High
android_application,signup,good,android_emulator,Android,1,0,5.67,6,1,4,0,0,0,0,0.13,719,574,259,345,5604,0,none,0,0,0,0,0,,9,Low
android_application,signup,medium,android_emulator,Android,1,0,16.0,5,2,4,1,3,2,2,0.369,1229,1428,1849,1207,16045,0,none,1,0,0,0,0,,9,Medium
android_application,signup,bad,android_emulator,Android,0,1,42.83,10,1,4,5,3,3,6,0.885,3024,7802,7064,10057,42480,1,vague,0,0,1,0,0,,9,High
android_application,search,good,android_emulator,Android,1,0,7.2,6,1,2,0,0,1,1,0.186,681,426,517,349,7036,0,none,0,0,0,0,0,,9,Low
android_application,search,medium,android_emulator,Android,1,0,15.6,8,6,1,2,2,2,3,0.533,1028,2251,1824,2464,15372,1,clear,1,1,0,0,0,,9,Medium
android_application,search,bad,android_emulator,Android,0,1,35.93,15,3,3,8,5,6,7,1.0,2014,5597,9108,7562,35806,1,vague,1,1,1,0,0,,9,High
android_application,button_click,good,android_emulator,Android,1,0,3.63,5,0,0,1,0,1,1,0.113,860,444,462,388,3742,0,none,0,0,0,0,0,,9,Low
android_application,button_click,medium,android_emulator,Android,1,0,12.72,10,1,0,3,0,3,3,0.554,1370,2179,2182,2716,12978,0,none,1,1,0,0,0,,9,Medium
android_application,button_click,bad,android_emulator,Android,0,1,33.95,13,0,0,7,3,7,3,0.849,2986,5829,5266,10963,33892,1,medium,1,1,0,0,0,,9,High
android_application,form_submit,good,android_emulator,Android,1,0,14.95,11,1,4,3,1,0,2,0.294,1045,1593,2845,3060,14894,1,medium,0,0,1,0,0,,9,Low
android_application,form_submit,medium,android_emulator,Android,1,0,16.0,9,1,3,0,3,0,1,0.363,1557,1723,2007,1467,16082,1,clear,1,0,0,0,0,,9,Medium
android_application,form_submit,bad,android_emulator,Android,0,1,48.89,20,2,4,8,5,5,5,1.0,2578,6176,9789,11778,49049,1,clear,1,1,1,0,1,,9,High
android_application,login,good,android_emulator,Android,1,0,5.01,4,1,2,0,0,0,1,0.041,1042,525,416,132,4955,0,none,0,0,0,0,0,,10,Low
android_application,login,medium,android_emulator,Android,0,1,22.75,7,0,2,4,3,1,3,0.578,1363,5241,3615,3031,23241,1,medium,0,0,1,0,0,,10,Medium
android_application,login,bad,android_emulator,Android,1,0,38.01,15,0,2,7,4,6,8,0.731,1267,4546,8360,11036,37982,1,medium,1,1,1,0,0,,10,High
android_application,signup,good,android_emulator,Android,1,0,5.62,6,2,4,0,1,0,0,0.108,803,778,549,321,5554,1,clear,0,0,0,0,0,,10,Low
android_application,signup,medium,android_emulator,Android,1,0,10.8,7,2,4,0,1,0,0,0.374,1153,1653,1352,2217,10837,0,none,0,0,0,0,0,,10,Medium
android_application,signup,bad,android_emulator,Android,1,0,33.43,15,4,5,6,3,4,6,0.788,3073,5939,7361,8541,33341,1,medium,1,1,1,0,0,,10,High
android_application,search,good,android_emulator,Android,1,0,5.79,5,1,2,0,1,0,0,0.135,696,768,611,419,5898,0,none,0,0,0,0,0,,10,Low
android_application,search,medium,android_emulator,Android,1,0,14.03,4,4,2,1,1,0,1,0.323,1614,1130,1247,1903,14010,1,medium,0,0,0,0,0,,10,Medium
android_application,search,bad,android_emulator,Android,0,1,50.26,14,4,1,6,5,2,5,0.959,3433,7955,8057,7636,50174,1,vague,1,0,1,1,0,,10,High
android_application,button_click,good,android_emulator,Android,1,0,3.64,3,1,0,1,0,0,0,0.133,755,782,231,716,3563,0,none,0,0,0,0,0,,10,Low
android_application,button_click,medium,android_emulator,Android,1,0,9.56,3,1,0,0,2,0,1,0.282,1564,1427,1071,2987,9680,0,none,0,0,0,0,0,,10,Medium
android_application,button_click,bad,android_emulator,Android,0,1,23.45,8,1,0,4,1,3,3,0.756,1917,6137,4751,8646,23225,1,clear,0,0,0,0,0,,10,High
android_application,form_submit,good,android_emulator,Android,1,0,10.08,5,2,5,1,1,0,0,0.228,630,448,303,645,10347,1,clear,0,0,0,0,0,,10,Low
android_application,form_submit,medium,android_emulator,Android,1,0,11.96,6,1,3,2,3,3,0,0.499,1159,1823,1004,1250,12074,1,clear,0,0,0,0,0,,10,Medium
android_application,form_submit,bad,android_emulator,Android,1,0,30.85,8,1,5,3,2,2,3,0.919,2207,3542,3807,3875,30865,1,medium,0,0,0,0,0,,10,High
android_application,login,good,android_emulator,Android,1,0,5.82,3,0,2,0,0,0,0,0.02,562,452,388,271,5665,0,none,0,0,0,0,0,,11,Low
android_application,login,medium,android_emulator,Android,0,1,14.23,6,1,2,2,1,0,2,0.274,2075,1242,1735,1535,14137,1,medium,0,0,0,0,0,,11,Medium
android_application,login,bad,android_emulator,Android,0,1,40.36,12,1,2,4,2,7,6,0.932,1731,5043,6183,3721,40287,1,vague,1,1,0,0,0,,11,High
android_application,signup,good,android_emulator,Android,1,0,8.54,7,1,4,1,1,0,0,0.071,864,529,408,523,8532,1,clear,0,0,0,0,0,,11,Low
android_application,signup,medium,android_emulator,Android,1,0,19.91,12,1,4,3,0,2,3,0.527,1661,1336,2387,2731,19935,0,none,1,1,0,0,0,,11,Medium
android_application,signup,bad,android_emulator,Android,0,1,62.98,14,3,5,6,5,5,8,1.0,2046,7183,10391,11909,62922,1,vague,1,1,1,0,1,,11,High
android_application,search,good,android_emulator,Android,1,0,4.03,6,1,2,1,0,0,0,0.205,865,929,345,616,3738,0,none,0,0,0,0,0,,11,Low
android_application,search,medium,android_emulator,Android,1,0,14.04,12,4,1,4,0,4,2,0.722,1121,1091,2409,2590,14363,0,none,1,1,0,0,0,,11,Medium
android_application,search,bad,android_emulator,Android,0,1,36.04,8,3,2,5,2,5,5,1.0,1806,5330,7255,9373,36115,1,medium,0,0,1,0,0,,11,High
android_application,button_click,good,android_emulator,Android,1,0,3.6,4,1,0,1,0,1,1,0.069,734,565,249,1015,3703,0,none,0,0,0,0,0,,11,Low
android_application,button_click,medium,android_emulator,Android,1,0,9.38,4,1,0,0,1,1,0,0.319,1176,1361,2191,2009,9471,1,clear,1,0,0,0,0,,11,Medium
android_application,button_click,bad,android_emulator,Android,0,1,34.23,14,1,0,6,3,6,7,1.0,3838,6369,8219,10952,33982,1,medium,1,1,1,0,0,,11,High
android_application,form_submit,good,android_emulator,Android,1,0,5.05,5,2,4,0,0,1,0,0.173,551,500,495,479,4656,0,none,0,0,0,0,0,,11,Low
android_application,form_submit,medium,android_emulator,Android,1,0,24.83,9,1,3,4,3,0,1,0.583,2086,4609,3863,4801,24950,1,clear,1,0,1,0,0,,11,Medium
android_application,form_submit,bad,android_emulator,Android,0,1,47.67,13,1,3,2,2,5,4,0.954,2879,4644,4848,4982,47826,1,clear,1,1,0,0,0,,11,High
android_application,login,good,android_emulator,Android,1,0,9.38,10,0,2,3,0,2,1,0.255,616,579,1455,967,9382,0,none,1,1,0,0,0,,12,Low
android_application,login,medium,android_emulator,Android,1,0,13.21,8,0,2,3,2,0,2,0.367,1227,1212,1162,2007,12988,0,none,0,0,0,0,0,,12,Medium
android_application,login,bad,android_emulator,Android,0,1,42.64,7,1,2,5,3,2,3,0.759,1970,6126,6124,7526,42651,1,vague,0,0,1,0,0,,12,High
android_application,signup,good,android_emulator,Android,1,0,7.66,6,1,5,0,0,0,0,0.091,954,508,220,342,7543,0,none,0,0,0,0,0,,12,Low
android_application,signup,medium,android_emulator,Android,1,0,27.15,7,2,5,1,1,3,3,0.515,1484,3952,4164,4668,27135,0,none,0,0,1,0,0,,12,Medium
android_application,signup,bad,android_emulator,Android,0,1,38.15,10,4,6,3,3,2,5,0.828,2506,6129,9110,7475,38514,1,medium,1,0,1,0,0,,12,High
